,,AGRICULTURAL PRODUCTION CROPS,AMUSEMENT AND RECREATION SERVICES,APPAREL AND ACCESSORY STORES,APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABRICS AND SIMILAR MATERIALS,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS,"AUTOMOTIVE REPAIR, SERVICES, AND PARKING",BUILDING CONSTRUCTION GENERAL CONTRACTORS AND OPERATIVE BUILDERS,BUSINESS SERVICES,BUSINESS SERVICES - Large Cap,BUSINESS SERVICES - Small Cap,CHEMICALS AND ALLIED PRODUCTS,CHEMICALS AND ALLIED PRODUCTS - Large Cap,CHEMICALS AND ALLIED PRODUCTS - Small Cap,COMMUNICATIONS,COMMUNICATIONS - Large Cap,COMMUNICATIONS - Small Cap,CONSTRUCTION SPECIAL TRADE CONTRACTORS,DEPOSITORY INSTITUTIONS,DEPOSITORY INSTITUTIONS - Large Cap,DEPOSITORY INSTITUTIONS - Small Cap,EATING AND DRINKING PLACES,EDUCATIONAL SERVICES,"ELECTRIC, GAS, AND SANITARY SERVICES","ELECTRIC, GAS, AND SANITARY SERVICES - Large Cap","ELECTRIC, GAS, AND SANITARY SERVICES - Small Cap","ELECTRONIC AND OTHER ELECTRICAL EQUIPMENT AND COMPONENTS, EXCEPT COMPUTER EQUIPMENT","ELECTRONIC AND OTHER ELECTRICAL EQUIPMENT AND COMPONENTS, EXCEPT COMPUTER EQUIPMENT - Large Cap","ELECTRONIC AND OTHER ELECTRICAL EQUIPMENT AND COMPONENTS, EXCEPT COMPUTER EQUIPMENT - Small Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Large Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Small Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND TRANSPORTATION EQUIPMENT","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND TRANSPORTATION EQUIPMENT - Large Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY AND TRANSPORTATION EQUIPMENT - Small Cap",FOOD AND KINDRED PRODUCTS,FOOD AND KINDRED PRODUCTS - Large Cap,FOOD AND KINDRED PRODUCTS - Small Cap,FOOD STORES,FURNITURE AND FIXTURES,GENERAL MERCHANDISE STORES,HEALTH SERVICES,HEALTH SERVICES - Large Cap,HEALTH SERVICES - Small Cap,HEAVY CONSTRUCTION OTHER THAN BUILDING CONSTRUCTION CONTRACTORS,HOLDING AND OTHER INVESTMENT OFFICES,HOLDING AND OTHER INVESTMENT OFFICES - Large Cap,HOLDING AND OTHER INVESTMENT OFFICES - Small Cap,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES",INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Large Cap,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Small Cap,"INSURANCE AGENTS, BROKERS, AND SERVICE",INSURANCE CARRIERS,INSURANCE CARRIERS - Large Cap,INSURANCE CARRIERS - Small Cap,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE","MEASURING, ANALYZING, AND CONTROLLING INSTRUMENTS; PHOTOGRAPHIC, MEDICAL AND OPTICAL GOODS; WATCHES AND CLOCKS","MEASURING, ANALYZING, AND CONTROLLING INSTRUMENTS; PHOTOGRAPHIC, MEDICAL AND OPTICAL GOODS; WATCHES AND CLOCKS - Large Cap","MEASURING, ANALYZING, AND CONTROLLING INSTRUMENTS; PHOTOGRAPHIC, MEDICAL AND OPTICAL GOODS; WATCHES AND CLOCKS - Small Cap",METAL MINING,METAL MINING - Large Cap,METAL MINING - Small Cap,"MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS",MISCELLANEOUS MANUFACTURING INDUSTRIES,MISCELLANEOUS RETAIL,MISCELLANEOUS RETAIL - Large Cap,MISCELLANEOUS RETAIL - Small Cap,MOTION PICTURES,MOTOR FREIGHT TRANSPORTATION AND WAREHOUSING,NON-DEPOSITORY CREDIT INSTITUTIONS,NON-DEPOSITORY CREDIT INSTITUTIONS - Large Cap,NON-DEPOSITORY CREDIT INSTITUTIONS - Small Cap,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS - Large Cap,NONCLASSIFIABLE ESTABLISHMENTS - Small Cap,OIL AND GAS EXTRACTION,OIL AND GAS EXTRACTION - Large Cap,OIL AND GAS EXTRACTION - Small Cap,PAPER AND ALLIED PRODUCTS,PERSONAL SERVICES,PETROLEUM REFINING AND RELATED INDUSTRIES,PRIMARY METAL INDUSTRIES,"PRINTING, PUBLISHING, AND ALLIED INDUSTRIES",REAL ESTATE,RUBBER AND MISCELLANEOUS PLASTICS PRODUCTS,"SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES, AND SERVICES","SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES, AND SERVICES - Large Cap","SECURITY AND COMMODITY BROKERS, DEALERS, EXCHANGES, AND SERVICES - Small Cap","STONE, CLAY, GLASS, AND CONCRETE PRODUCTS",TRANSPORTATION BY AIR,TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT - Large Cap,TRANSPORTATION EQUIPMENT - Small Cap,TRANSPORTATION SERVICES,WATER TRANSPORTATION,WATER TRANSPORTATION - Large Cap,WATER TRANSPORTATION - Small Cap,WHOLESALE TRADE-DURABLE GOODS,WHOLESALE TRADE-DURABLE GOODS - Large Cap,WHOLESALE TRADE-DURABLE GOODS - Small Cap,WHOLESALE TRADE-NON-DURABLE GOODS
Beta,Alpha,0.002750264395976373,0.01340899138252205,0.008025402253456779,0.00425651668715096,0.014727779888334814,0.011694542499326081,0.016025506574138742,0.009512707947942817,0.011161963990538792,0.0817401024199197,0.0024337486366232553,0.004957667335231442,0.07449426235302858,0.004695151952751223,0.004933642757250195,0.003126365306727156,0.018114901650158242,0.007246087451050973,0.007558738634515638,0.001317078432470996,0.008036856657066563,0.000656472575470064,0.005726374100419093,0.00856631033175766,-0.018940719980799176,0.008227065185820963,0.008541667403101296,0.1901947494941953,0.007129332956622003,0.008660595277540727,-0.024270637962581776,0.00773557202754464,0.010311962620356826,0.012068421432858821,0.0022193321079725372,0.0020448391277694267,0.009115574768373531,-0.0016598502771699337,0.007749132419500936,0.005400386952466348,0.008282535632185973,0.009664968556080766,0.1201878142080944,0.006139203728029673,0.0052397077195047844,0.006011163067274946,0.00416814019354515,0.0118024315736466,0.00790745391337886,0.009751334050255165,0.10238872576245486,0.011853671745356096,0.006973576020137992,0.006060116340029477,-0.017513458550116393,0.003948177196601552,0.008398904354255676,0.005978196097204139,0.11874847702874301,0.006095285819342627,0.00696932419551202,-0.003847527855878321,0.007816255681600841,0.0018293318636476172,0.013351349654831979,0.014448352031161828,0.009692475464926168,0.02646825586110317,0.004171612268841983,0.025831972061991396,0.02985886073794227,0.004544193876712753,0.007091694438307003,0.0069183403526850975,0.005672006940707499,0.006086063626682614,0.004694228809926198,-0.021035579415495633,0.0046460252055443565,0.001820258171380025,0.004735286544048785,0.0054470457852497335,0.0063421454660006205,0.014733986091916161,0.004028083267357754,0.009640185811538261,0.011424023436301771,0.0065329520967923275,0.010277121095580101,0.012192015966500807,0.010191752613825595,0.009386620921788304,0.04669156034862112,0.016587376641512778,0.0102322483054217,0.013138882372622193,0.13608544188362728,0.006116953631804227,0.007588465544331011,-0.022479099451489393,0.011921862301279203
Beta,CMA,0.48355317768845313,0.125294469943717,0.32266884331782353,0.4399886611960464,-0.24251848436755158,0.7173502768428252,-0.4226232874254832,0.08862776344224335,0.0993297901107024,-3.2913122941943866,-0.21358884544727283,-0.08361325983108898,2.5043448171507436,-0.3112605189426716,-0.1296097940761152,1.1201284320866314,0.2274336469319412,-0.0740079010123744,-0.083112592419774,0.03593508192399918,0.16866303485314713,0.18309633902313238,0.0942675164897059,-0.005329205090360176,-0.4723312883881682,0.44572146159831316,0.4898359498042758,-8.154366810645657,0.21818645238860213,0.19522577265770305,0.4753745937727532,0.3125579431219543,0.2576919228396457,-0.8611942732966447,0.04835559964452366,0.12546573998687782,-0.18992170729759217,0.6291339577498853,-0.22474753864865546,0.20566218271571063,0.05611410211320618,0.29047740892425467,4.815819446867624,0.10130504571181335,0.19973447663251778,0.25529058042544045,-0.3494832663574534,-0.15722435685137487,0.030538516248641488,0.05676995961589058,-13.527668526699067,0.3939549119839164,-0.019721077662671352,0.06024582973693389,-0.20281438125737652,0.32559923205611996,-0.1326146591562371,0.1197144899253626,-8.619245517099854,0.2625313486429936,0.25860251083493896,0.5915443090602034,0.17852734529557304,0.2383605821925581,0.4450960936202749,0.4962114613578993,-0.017050644455868586,0.3244980743567464,-0.1497854230138307,-1.9202762614521638,-2.0961515308742515,-1.099477063893834,0.15832239321680194,0.15619335287199107,0.14961885649910497,-0.15266572895506397,-0.19889429634715106,-0.09345671888840065,-0.009454595599339038,0.10859435195806431,0.22713999876422802,0.9291822597203588,0.15236671669822752,-0.3720066023412291,-0.09587424906197245,-0.0036387449175768975,0.0457307080780229,-2.912640617784228,0.03062537423212878,0.46421395697601425,0.34403850162157457,0.39564615001260917,-0.14259530772099194,-0.22152125149697918,0.2839733520178052,0.2912437474445106,4.79450627516987,0.27954228130628206,0.2879685334878432,0.44321093682302815,-0.21862281571882072
Beta,HML,-0.1665845172831056,0.047507241777514315,0.17495574833499009,-0.009904484622829272,0.08239075614329523,-0.41581489627503915,0.3661832260781393,-0.15765900277452427,-0.15826679476358974,2.184687956691992,0.03093776496031744,0.03399112786010189,-1.566153198996398,0.10134047413825768,0.00646610825502107,-0.13883677948053372,-0.1930531564521128,0.22392943949026642,0.22865415504082892,0.18322476033567758,-0.13545821225248514,0.055103242451685755,0.005932335154496498,0.05035833829509558,0.1951959347342838,-0.36998177179785435,-0.39681529803063176,2.4906027151572485,-0.004857062304487481,0.04464439414733317,-0.09391619786068992,-0.0779380499698598,-0.0707987779197312,0.22111539141017147,0.002269727747299967,-0.023522825803918693,0.8420919511473944,-0.08268734241780272,0.20051081836693507,0.0740444150923629,0.052924883842576625,-0.02709223134511323,-3.4180044966787473,-0.03146080652844502,-0.10911398207256821,-0.12847118515307046,-0.18650274880840206,0.2851153715610998,0.13079117314376137,0.1656868814656217,3.9660939101864763,-0.017222730044413204,0.031264802601593845,-0.02517548377390417,0.39470214317201713,0.14288601439564705,0.15852711333390382,-0.03967100305272001,2.7984672234343546,-0.23566648279907304,-0.23589109971025962,-0.6635466460386552,0.021949576333523638,-0.13430890904253276,-0.1600312793560542,-0.18453916668739181,0.038309117143385356,-0.7548213758995614,0.0794584793184193,0.7395066249941934,0.8557275456691824,0.38314258457714645,0.030719822216628015,0.020477334210478818,-0.04997309652679415,-0.049958581631225706,0.015606529146527152,-0.05049031969490746,0.14761297982290503,-0.14473551346559427,0.05049957816584994,-0.27476356115765777,0.006810868205672504,0.40372339927670486,-0.06785788754194347,0.03583818805793074,0.017404246347592762,1.1013695239580166,0.17240724297427712,0.23231936354075286,0.02370021842887266,0.013765600788724986,3.336418720043465,0.05658942519834276,0.014820308084103347,0.16799655340394248,-4.823996077050611,-0.06629937083161833,-0.06895595607691346,0.41029948571376845,-0.026375784794932668
Beta,Mkt-RF,-0.07794454233512751,-0.1770037557951202,-0.0026930127668568678,0.02348992002588457,0.06554527061273488,-0.0362998346730238,-0.019501631086037943,0.03473386754293265,0.047192082416823745,0.46352535963730424,0.015328720883454492,0.023820734186378048,0.5116603855105786,-0.09031917971531057,-0.025032202273775582,0.47755176454925724,-0.04814066250518231,0.0327100108249855,0.030537688727346367,-0.07417699687324045,-0.05613195397458016,-0.09394754539677279,-0.06795373828875344,-0.06972188332634056,-0.39926806722761543,0.31311415679445553,0.3341498948800433,1.0877543967567267,0.0568904588169422,0.0629962067374755,-0.025029343636657035,0.047629959277130755,0.040409778246368724,0.2531580495323165,-0.059956347350311696,-0.03654018008950434,0.06655001762450097,0.08220981430826642,-0.04381236731737139,0.1010651976112379,0.0422886397097052,0.028552099480848313,-2.1603167158850454,0.023041273364814104,-0.0858706261115709,-0.08140479836653212,0.14024101268201603,-0.017190620473343608,0.07539541553982933,0.07766633548459899,1.7093380569718026,-0.06559962908284825,0.0389065467000376,0.13569174810472098,-0.31095407243670226,0.11908210006354027,0.028199329149156377,0.016296603656154703,0.3183412648418417,0.17937618310950548,0.1727183787333092,0.2303808275986949,-0.05880866026181679,0.02295791146390052,-0.024172107157781262,-0.023600103873473503,0.29043467212911683,0.3458732090409667,0.03538054722497133,-0.2445654299841573,-0.2897588788867378,-0.5690694168240965,0.009478449449328217,0.00994715761437407,-0.034887407933022946,0.006695585547953343,-0.01389346858140347,0.2706720529829132,-0.015820566935086475,-0.10018892545128001,-0.05431159486380246,0.15248103351663006,0.0316705737002627,-0.022861729774837705,0.0021786904429096548,0.026793794729676166,0.05429343926653062,-0.23817111595286017,0.005845489106898698,-0.11704118112860157,0.1548800260234053,0.165325129889304,-0.39635103800956634,-0.03347653543806266,-0.12445703348824694,-0.18658615007603516,6.553321648005189,0.05226263723327997,0.048904205524507166,0.04878208282822085,-0.020119378358151366
Beta,RMW,-0.1886660233728037,-0.6785218048309419,-0.2784539666908252,-0.13450991049732072,-0.0886192016179599,0.7013506743578719,-0.38652267868321594,-0.17576141667014947,-0.1060389699826951,-0.9959909663790261,-0.00924650464377114,-0.0025688871592850675,-4.2426873696496425,-0.3390098846977722,-0.25130079336685374,1.053739299000568,-0.017463001547350837,-0.25304816744264,-0.2659743881846532,-0.3394159988655693,0.013134570200317707,-0.019936632517714284,-0.22942707507388643,-0.2815094813129868,-0.055644499453405945,-0.15871077288974883,-0.10596304160459118,-9.60781849768155,-0.007970142594009999,0.056155877936781874,0.6877616004394975,-0.29098892590143577,-0.33343674832657755,-2.155444433657173,-0.05444935818634358,0.027252259051192933,-2.66967318184664,0.274173766787339,-0.3037980047212516,0.10601653118753089,-0.42746054966023045,-0.49267358519437326,-4.377841109461963,-0.28459807647831936,-0.21852970007875258,-0.16313742938303027,-0.792462098192426,-0.34480781551135653,-0.1832712096264998,-0.14898664695607208,5.060726668741996,0.23642364104966732,-0.2161642018585986,-0.16281871058616695,0.39945860293599095,-0.44051426726059123,0.02072843943837857,-0.16412198629051888,1.905888873767623,-0.7015002117503241,-0.7125964907524657,-0.6730238662592649,-0.11389905343405966,0.061582281242782824,-0.5300751215429423,-0.5176642369701075,-0.576169303456848,-0.3028452354419807,0.1718736677888758,1.050399531785742,1.1801755112259855,-0.06593441560295979,-0.2526562564603347,-0.2478973306649568,-0.2262611866426972,-0.16594090611598009,-0.17613678489162454,0.9069240390517201,-0.24283706632937224,0.15397822889439375,0.17006109384884432,-0.5035655254936734,-0.4762801036015308,-1.0554031638740626,-0.1406091111258993,-0.5430723859316778,-0.46598514041584127,-1.2357915460315236,-0.369232830084871,-0.5711001637694575,-0.37925365229103397,-0.3762692037738245,-3.172866649018555,-0.33262828240777687,-0.5196303328877425,-0.498190012387505,0.7922376428891014,-0.11112673807284157,-0.0564657222624546,-1.0830997562830167,-0.4055447562236885
Beta,SMB,0.022271219471178143,0.04592623450269774,0.05349811613635583,0.16093220561305666,-0.1790805768460453,0.6642076835957914,-0.282961031012874,0.1459965402399177,0.12735834742610766,-2.8688099947070747,0.11650588759979807,0.0776461593340698,-0.8994583141401845,0.04403502737327146,0.05860660763719367,-0.35245650742858964,0.018773712966201225,-0.009573321941818227,-0.006965564774798019,-0.08560529943622171,0.05509281834483565,-0.029323500412357678,-0.04455879113601466,-0.11637192419451312,1.683576501131622,0.013478256117100924,0.026005030378523596,0.21417434888937317,0.001411517199684064,0.006045461234954292,0.5169179258914757,-0.04873323566253061,-0.046911093293990416,-1.9071820833061461,0.020674989576944188,0.004203992659700986,-0.48662264504226477,-0.19088445017006148,0.1590461259903809,-0.00039479952035585225,-0.2888870367099495,-0.3271988619400514,1.8219982930586784,0.038046213214525774,-0.02460466781834163,-0.033619071529560556,0.19038085265187665,-0.21844526055169788,-0.08387616771291183,-0.12119695832301465,-0.6182324574141317,0.1352132081645613,-0.13650112135652004,-0.17426432312126985,0.38316060213088404,-0.10066658788027238,0.09166364383054466,-0.01909055654691059,1.4412852123807476,0.1036857206712492,0.09838509457414736,0.4209279021612493,0.22216397484278647,0.16672836513043718,-0.0314182439485384,-0.016115421649856073,-0.174414076417903,0.01589313680993025,0.14798865742597442,0.5708364230396191,0.6152003692957455,0.6006788208352971,-0.13465785407471284,-0.1200609677132202,0.15608867605609464,0.0892302016959632,0.009987332240615732,-0.015095256253142699,-0.010303988092560806,0.14067369349073583,0.03724887697433643,-0.09527128780228898,-0.20480936817855314,-0.25936401104491685,0.057117265431553224,-0.03005475133497702,-0.014593655547585207,0.21195355306558994,-0.2510881590485431,-0.017566771787391407,0.03625265207911916,0.04799845151655238,-4.178406157105727,0.21204787587835927,0.12127734793748131,0.15093137623615918,11.232739359201986,-0.09260378318615327,-0.0649652435167637,0.06179370325197635,-0.03545827994300426
Pvalue,Alpha,0.6227884554379508,0.19071421737105954,0.14861587940881885,0.48885632626536835,0.010590741627394382,0.2705369376037323,0.0346904796408993,0.04113493297614662,0.014850415199221449,0.16654384797096233,0.5240654297704561,0.15441675777182529,0.10699937080976442,0.28111451069506443,0.22917406547686345,0.7448158536762787,0.0033881329643059236,0.21548082670277713,0.20133104070440852,0.7450441956910977,0.0502322933735416,0.9159999858025516,0.1136113440843991,0.04648606106541836,0.23115923369073146,0.256583973778737,0.25272628417781157,0.08623938263193706,0.08823766478437282,0.04036972919561577,0.024262835813717205,0.12266710002958617,0.04926084555787271,0.5059320216589067,0.4540236596166536,0.4799607444570526,0.7693183964141559,0.684197539703422,0.313204121700759,0.13425558501922735,0.07868840227903122,0.029039323454679973,0.12902065798947768,0.39435509600609087,0.2969925902133662,0.20648392355674963,0.7909280915241412,0.08093853724230209,0.13969899730655883,0.0706113940829973,0.2739918529684723,0.008498870567745846,0.17640328587867748,0.26222441971636246,0.015807638995818326,0.5714534837762772,0.08537975048161114,0.11547808683482191,0.019159502949046846,0.42527767631826574,0.3641644573111843,0.6467226505725694,0.15533625208632945,0.7374428656756022,0.052238219844427114,0.03849859271050725,0.4562788324437307,0.016920653436306065,0.36177849725386924,0.2810168435460993,0.26149995601715387,0.7061473319145317,0.06505248593626904,0.07132674461202623,0.15037919700676927,0.48136425197353994,0.5690873971558459,0.09325247177406658,0.2443089450128568,0.747148132549728,0.37652423324877526,0.5082181491979212,0.2655566918730208,0.05897981924401493,0.47178158357367983,0.09483784941546193,0.05473542485502946,0.6653656919938244,0.1305856616883002,0.0768300739805347,0.21854970122344386,0.26027023594583204,0.19770097194809788,0.008810712212535626,0.21041157088855406,0.1343560694820736,0.36398871777474884,0.16382225426805114,0.07975226831516369,0.03911387343982219,0.009651438100849645
Pvalue,CMA,0.1629030490699133,0.8429965874290889,0.3470863542146634,0.2478980319993946,0.4930856868656166,0.27452411619493583,0.365788056831471,0.7572383912477426,0.7241466917714701,0.36719207871849546,0.36626833915533796,0.6971452308329994,0.3799675707997797,0.24811336839408174,0.6090397509240374,0.060435495912599994,0.5480620314613307,0.8376563664247548,0.8199770632905272,0.8859331924322779,0.5047588044437312,0.6344501495691828,0.672837556745187,0.983947704314759,0.6287877824296413,0.320196462386076,0.2888558397482384,0.23352938518808586,0.3977196650631387,0.4530478764457174,0.4731749637426579,0.31248046421180264,0.42516125306259245,0.4429217358905261,0.7918603594048291,0.483492226304991,0.9213031617094005,0.013336584747182616,0.6359727455561364,0.35572162737669977,0.8467226850907721,0.2867304428185024,0.32466419794769363,0.8201046277372883,0.520069532821634,0.38525237922216815,0.7193424747611468,0.7060365295227014,0.926336867538895,0.8643573824872491,0.020081697756561396,0.1549293767979403,0.9506068702429422,0.8567925970236459,0.6491899423608674,0.4506768514018482,0.6595043193103307,0.6093864914724384,0.006106105217350246,0.5786184996324544,0.5859459597419916,0.2552325894209297,0.5990294566529034,0.48026436464534183,0.29391492799195346,0.2488483293665535,0.9830846046692968,0.6336992436922573,0.5962869535559187,0.1953893800570703,0.20272089296691148,0.14122203866806404,0.5039764217794713,0.5089562435255037,0.5388323653277372,0.7751172838797762,0.6964516226553232,0.9037177246861514,0.9693952059593371,0.7558301137740078,0.49268863425985043,0.069009046133563,0.6650311443568194,0.4391962524181061,0.7817483259366421,0.9918396890136433,0.900627072493327,0.002050754128892472,0.9417795245939256,0.2749622685049392,0.5013703467665587,0.44263118528357337,0.9491881461963397,0.5686844061707368,0.5735799248243221,0.5907251667366415,0.6048671954527578,0.3031151476330244,0.281295977063911,0.5088574216737496,0.4395606038329658
Pvalue,HML,0.4418301684626963,0.904513851725559,0.4153155759383428,0.9668061791554128,0.7098212668325736,0.31156248178945206,0.211087581818496,0.3801474920567971,0.3694528515533436,0.33908006100200805,0.8342653730885964,0.8004654436624106,0.3804721782673237,0.5476087629090596,0.967479450320786,0.7089593042326285,0.41556648649503714,0.3225811689031085,0.3178206642299137,0.2434247314421029,0.39232399177650035,0.8191649752457613,0.9661357989645689,0.7613874645703599,0.7495939081072049,0.18788801642466696,0.17030447428700163,0.5605845149112332,0.9759891188400713,0.7838943201627042,0.8208161416256359,0.6871567257283513,0.7261853850686837,0.7528669599700738,0.9842127691024065,0.8337028003810716,0.48437048536849325,0.6008397882044236,0.5000820157261059,0.5950806127359469,0.7708949935155214,0.8737285940746432,0.2643190384813097,0.9101768973887274,0.5745449791110082,0.4850738911037009,0.7593590326724257,0.27518132094433206,0.5272562891471474,0.42613295204696855,0.2738373082381304,0.9206900329306669,0.8753536998725924,0.904120113445268,0.1582277968739789,0.5968587047023703,0.4004670533770124,0.7867593593120092,0.15229775473289486,0.4259871998478998,0.42755981971488044,0.04219088588102865,0.9177293407180467,0.5251668746378944,0.5462969200745875,0.49288175777696486,0.9393468486382397,0.07765314852028324,0.653481209518852,0.4251699054809085,0.4056383790576189,0.4119741521515673,0.8358416341475442,0.8899394153949811,0.7429151322331269,0.8812815727599295,0.9609949834312792,0.9168590790524005,0.33917928093493577,0.5081299765159676,0.8074195208184325,0.38894212152700247,0.9753313923019868,0.1805522831367384,0.7541236858985589,0.8721726811259556,0.9394895999986446,0.06072220489254606,0.5115622679287464,0.382573814483847,0.9409926308431973,0.9659415039009791,0.017991843865896192,0.8160231542185812,0.9625659230777459,0.6202223180272457,0.40588832182289636,0.696129955882162,0.6799035222121161,0.32892979581169446,0.8815088560357701
Pvalue,Mkt-RF,0.5383928327032372,0.4452088378293817,0.9828883012226708,0.8660439286714159,0.6129333863233595,0.8798364684049327,0.9091988946216829,0.7408406980757327,0.6471358686579379,0.7285802316636372,0.859353764532788,0.7620947586880022,0.6241023311221128,0.35991194349028865,0.7873547219465836,0.029089324057952577,0.7284200106572094,0.804723319804013,0.8194188899965477,0.41918085508544023,0.5444255648765535,0.5054672457234359,0.4062336204771325,0.472615481019113,0.26512135965942707,0.05736073157960438,0.048966314200777634,0.6639125549540281,0.5469763799613954,0.5085144227000291,0.9178212867512063,0.6740096717222921,0.7326121551594633,0.537927055209991,0.3720891003472734,0.5773405049317257,0.9247008782571885,0.3742492666389078,0.8010616304661653,0.21568364845780452,0.6908730918828776,0.7746825581918193,0.22798118082916227,0.8876948860804339,0.4503177804543159,0.44961096491929886,0.6938216845591418,0.9103367032976042,0.5333422816877122,0.5236074244003752,0.41988069615859236,0.5170664037014044,0.7386738494708462,0.26781723463672574,0.05790502642140079,0.45134100943889843,0.7980804004256937,0.849346617928496,0.7802570519210128,0.30060931301226534,0.3209657405176607,0.22646650299078558,0.6362756448747982,0.8526613738771611,0.8761721799913489,0.8807859246294479,0.324690861672873,0.16638262090101213,0.7325748062215889,0.6519719200532725,0.6301176648082281,0.03810474311838783,0.9129772364257096,0.9085276339645874,0.6955312550120993,0.9727080418834217,0.940680783059515,0.33932750330126193,0.8608639797449256,0.4337466764536714,0.6541465001685246,0.4137700823803515,0.8058746361495845,0.8966597548213125,0.9862850092533764,0.8370994529432578,0.6857094232928032,0.4865812017177862,0.9696403217619312,0.4520162086587667,0.4087253688956851,0.381185294610359,0.6287594077062,0.8140138751124449,0.5007515073221831,0.347224982925585,0.05448723088355357,0.598797473572285,0.6170050484742535,0.8425661950418584,0.8459130603197513
