,,AGRICULTURAL PRODUCTION-CROPS,AMUSEMENT AND RECREATION SERVICES,APPAREL & OTHER FINISHED PRODS MADE FROM FABRICS & SIMILAR MATLS,APPAREL AND ACCESSORY STORES,AUTOMOTIVE DEALERS AND GASOLINE SERVICE STATIONS,"AUTOMOTIVE REPAIR, SERVICES, AND PARKING",BUILDING CONSTRUCTION - GENERAL CONTRACTORS & OPERATIVE BUILDERS,BUSINESS SERVICES,BUSINESS SERVICES - Large Cap,BUSINESS SERVICES - Small Cap,CHEMICALS AND ALLIED PRODUCTS,CHEMICALS AND ALLIED PRODUCTS - Large Cap,CHEMICALS AND ALLIED PRODUCTS - Small Cap,COMMUNICATIONS,COMMUNICATIONS - Large Cap,COMMUNICATIONS - Small Cap,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,DEPOSITORY INSTITUTIONS,DEPOSITORY INSTITUTIONS - Large Cap,DEPOSITORY INSTITUTIONS - Small Cap,DURABLE GOODS-WHOLESALE,DURABLE GOODS-WHOLESALE - Large Cap,DURABLE GOODS-WHOLESALE - Small Cap,EATING AND DRINKING PLACES,EDUCATIONAL SERVICES,"ELECTRIC, GAS, AND SANITARY SERVICES","ELECTRIC, GAS, AND SANITARY SERVICES - Large Cap","ELECTRIC, GAS, AND SANITARY SERVICES - Small Cap","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP - Large Cap","ELECTRONIC & OTHER ELECTRICAL EQUIPMENT & COMPONENTS, EX CMP EQUIP - Small Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Large Cap","ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES - Small Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT - Large Cap","FABRICATED METAL PRODUCTS, EXCEPT MACHINERY & TRANSPORTATION EQUIPMENT - Small Cap",FOOD AND KINDRED PRODUCTS,FOOD AND KINDRED PRODUCTS - Large Cap,FOOD AND KINDRED PRODUCTS - Small Cap,FOOD STORES,FURNITURE AND FIXTURES,GENERAL MERCHANDISE STORES,HEALTH SERVICES,HEALTH SERVICES - Large Cap,HEALTH SERVICES - Small Cap,HEAVY CONSTRUCTION OTHER THAN BUILDING CONSTRUCTION - CONTRACTORS,HOLDING AND OTHER INVESTMENT OFFICES,HOLDING AND OTHER INVESTMENT OFFICES - Large Cap,HOLDING AND OTHER INVESTMENT OFFICES - Small Cap,"HOTELS, ROOMING HOUSES, CAMPS, AND OTHER LODGING PLACES",INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Large Cap,INDUSTRIAL AND COMMERCIAL MACHINERY AND COMPUTER EQUIPMENT - Small Cap,"INSURANCE AGENTS, BROKERS, AND SERVICE",INSURANCE CARRIERS,INSURANCE CARRIERS - Large Cap,INSURANCE CARRIERS - Small Cap,"LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS - Large Cap","MEASURING,ANALYZING,CONTROL INSTR; PHOTO,MED,OPTIC GDS; WATCHES,CLOCKS - Small Cap",METAL MINING,METAL MINING - Large Cap,METAL MINING - Small Cap,"MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS",MISCELLANEOUS MANUFACTURING INDUSTRIES,MISCELLANEOUS RETAIL,MISCELLANEOUS RETAIL - Large Cap,MISCELLANEOUS RETAIL - Small Cap,MOTION PICTURES,MOTOR FREIGHT TRANSPORTATION AND WAREHOUSING,NONCLASSIFIABLE ESTABLISHMENTS,NONCLASSIFIABLE ESTABLISHMENTS - Large Cap,NONCLASSIFIABLE ESTABLISHMENTS - Small Cap,NONDEPOSITORY CREDIT INSTITUTIONS,NONDEPOSITORY CREDIT INSTITUTIONS - Large Cap,NONDEPOSITORY CREDIT INSTITUTIONS - Small Cap,NONDURABLE GOODS-WHOLESALE,OIL AND GAS EXTRACTION,OIL AND GAS EXTRACTION - Large Cap,OIL AND GAS EXTRACTION - Small Cap,PAPER AND ALLIED PRODUCTS,PERSONAL SERVICES,PETROLEUM REFINING AND RELATED INDUSTRIES,PRIMARY METAL INDUSTRIES,"PRINTING, PUBLISHING, AND ALLIED INDUSTRIES",REAL ESTATE,RUBBER AND MISCELLANEOUS PLASTICS PRODUCTS,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES - Large Cap","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES, & SERVICES - Small Cap","STONE, CLAY, GLASS, AND CONCRETE PRODUCTS",TRANSPORTATION BY AIR,TRANSPORTATION EQUIPMENT,TRANSPORTATION EQUIPMENT - Large Cap,TRANSPORTATION EQUIPMENT - Small Cap,TRANSPORTATION SERVICES,WATER TRANSPORTATION,WATER TRANSPORTATION - Large Cap,WATER TRANSPORTATION - Small Cap
Pvalue,RMW,0.5206416765568476,0.20736442052004786,0.6769753822930322,0.3394911929690313,0.7679176947364988,0.20853824192720471,0.33007057913403115,0.47055623511615396,0.6572782493568223,0.7477218591352621,0.9632237976709963,0.9887628015015084,0.08065525905014821,0.13889345822060245,0.24348374370504708,0.03768918265435717,0.9566641858277891,0.40969392140246796,0.39144830192755586,0.11162713930453738,0.6293844330670445,0.803258149030955,0.05821227603867158,0.9511942923926717,0.9513681392719919,0.2268748297770819,0.21154056550199257,0.9465087486619714,0.6764835323671066,0.7867340571156257,0.0988388795597803,0.9709525874961874,0.799233101998651,0.22216142926636165,0.2682251214005321,0.2247219011456601,0.024480376148597778,0.7263875562765817,0.8576688538939254,0.10304135126743716,0.2016138758674237,0.45132140989344793,0.5747687574923885,0.08397696947192076,0.03405668144182126,0.29175812239552135,0.45209008851821597,0.40735357088360824,0.5133085422459579,0.3377128025743623,0.33042455026344264,0.5136781650088106,0.5976124762138859,0.3031819332231209,0.31418057582467473,0.4242726169230413,0.565856171954377,0.2918801173084067,0.22990959069592543,0.9353430279443361,0.40962771423809563,0.4714639118579056,0.0814863451120751,0.07810227437476885,0.12972975380929622,0.6927520013252297,0.8298506161194509,0.14150427662873977,0.15688098418961552,0.39920332192213626,0.6004660517429395,0.4741829506456261,0.20976178724926028,0.21761048262051802,0.27418135227312346,0.4036596773024662,0.3977948315606503,0.9170287186403606,0.09217105401649507,0.7145964663498883,0.684107467595671,0.16778353936569237,0.24658382327211928,0.6036460993053188,0.5451829446097074,0.24470942009931337,0.1119517989243748,0.01028582193940118,0.6323480035339066,0.07332641852563303,0.13504074179209122,0.12027433494216573,0.3003561864837874,0.11427248124476837,0.3829152489521971,0.38992434801474807,0.09603034603606445,0.3138688579307624,0.22583736779547778,0.2791446951288426,0.9197718665285181
Pvalue,SMB,0.9241560299728322,0.914554645457563,0.5317740965865392,0.8170199209590356,0.4545204186338323,0.13533681730850994,0.3708400181735121,0.45198979237275494,0.5038200029157347,0.24570425420514044,0.466260183911425,0.5933264742378398,0.6409861531447307,0.8089007426632974,0.7324734028899106,0.38101682721358676,0.9415611254604815,0.9687538415858141,0.9775115892763369,0.6136307409033677,0.6138128544723683,0.7191015711793782,0.8916728163828517,0.7473555862839245,0.9103742048687726,0.7679886196485223,0.5163528391085056,0.011477193811977404,0.9645246021063388,0.933590660231422,0.9630543099758986,0.9935431687677031,0.9725882907298581,0.24947199896136546,0.8157559677134858,0.8299948105323002,0.012623307354702778,0.8675597426660596,0.972304361741201,0.7083798524720235,0.26435534646407083,0.6205847427390927,0.9979073239132328,0.14237925359337203,0.07686083213241124,0.5815379959224996,0.8995536948154591,0.9067328740302372,0.8656962302547774,0.772345956751306,0.4388946017285076,0.7074962657388844,0.5900158431540001,0.8744270621250154,0.46982883160047284,0.5265091708527782,0.44076090866084383,0.20482491997908947,0.7302194669905745,0.6526600480906416,0.9041249451745417,0.49435753920389314,0.7457118330207642,0.7593411784455139,0.38293592279557487,0.33392840713295946,0.4655953263577838,0.9126998198083927,0.9557914411372931,0.7486057145110099,0.9724771896818429,0.43939618416885773,0.4010726251136796,0.45315301931690566,0.34366148617359915,0.5688410092564442,0.5799971513760022,0.23444997368583287,0.85292018693263,0.8050787622220119,0.9768998699972495,0.9769634268852692,0.9507260423056435,0.5517542159806125,0.8678776973312826,0.7820828191776821,0.3900334855247214,0.4254433397302151,0.8072891834153568,0.90064782136425,0.9530383198181801,0.7373948735059546,0.37664501509291337,0.9512512264905328,0.9165682969563995,0.8904413977544238,0.006237983022229271,0.420223283200054,0.7223729753444905,0.6803855890832076,0.07422354999181936
Rsquared,Adj Rsquared,-0.009182942401449123,-0.012882086358923628,-0.008533610168031558,0.0026089053589102296,-0.017399713385153337,-0.0036849105869909415,-0.011302665720427152,-0.01181349531411513,-0.014625464400005672,-0.01349165492841431,-0.01337557772999487,-0.01886039657978822,-0.003548388687847792,-0.0007058239674904154,-0.011415627149863772,0.042360286465935704,-0.018702851399080123,-0.011713262531496627,-0.011357148888764712,-0.0001402773148864167,-0.01665317398456101,-0.017006796404978486,0.015018201910372841,-0.016849685107952928,-0.01744512746559912,-0.012547786815340745,-0.013170307209751764,0.0176494743058625,0.0011536944781191938,0.002100157362638244,0.007555833113904509,-0.01701849456496718,-0.013837828650731687,-0.008092031677117362,-0.013308053687805188,-0.01388373902865947,0.026537582834946227,-0.018522353419383908,-0.017590645838629904,-0.007456394301264657,0.037413997261867005,-0.013646500784430415,0.0001506854551424075,-0.004673822554069895,0.008766033221365488,-0.002193256832706769,-0.019889732397319504,-0.014344433987563132,-0.012792253551032085,-0.011295108849044277,-0.013700492784693319,-0.01593405713233298,-0.014390757770440743,0.013274184707867454,0.004636033134486461,-0.01946340585706996,-0.01530786443193577,0.016022362242761767,-0.004673111852504741,-0.015146460907705217,-0.019455459369347672,0.022404224799338457,0.006187814580358442,0.005831388471247645,0.023639429513211963,-0.01217850192915626,-0.018922218467893215,-0.008817822736377323,-0.0084527721101324,-0.013999899849088226,0.005041096326356742,-0.014773518332621194,-0.012414117834611771,-0.013398276782862206,-0.0078440989867532,-0.012007336443600858,-0.01208917369515694,0.006125287391797074,-9.104505328760837e-05,-0.020946237266663337,-0.021586696202066102,-0.010526595100599723,-0.009676714514246676,-0.016352178229791958,-0.01284679789096499,-0.0016738548029642253,-0.010336878016695916,0.016741604334818194,-0.019360892740132307,-0.0052727212988425975,-0.0094313821591272,0.045591827969143295,-0.01533487912316156,0.012616036352359528,-0.010784626457066127,-0.00948959465104493,0.03882405239509823,-0.008002150411669628,-0.010615181204226776,-0.0057102207672456995,0.024865282251003373
Rsquared,Rsquared,0.014396098308865124,0.010783382948527875,0.01503025922841772,0.025912435607533868,0.0063713079556213525,0.019765671436069554,0.012325901235657577,0.011827006912850102,0.009080738039246916,0.01018805663533362,0.010301421749677853,0.0049447528730106605,0.01989900357121399,0.022675153228011613,0.012215579091955475,0.06473504612794656,0.005098617091552571,0.011924897808024304,0.012272691038542893,0.02322748617377912,0.007100404846853925,0.006755044632520968,0.03803179532368195,0.00690848510484976,0.006326954951821451,0.011109871755111134,0.010501896229728525,0.040601589392174176,0.024491224980966897,0.02541557424668872,0.030743780938345955,0.006743619794027378,0.009849971084098574,0.015461520464871481,0.010367368127330412,0.009805133378552155,0.049282031834129714,0.005274897828732472,0.006184836540777283,0.016082306500166843,0.059904324428645794,0.0100368286731497,0.02351165074824657,0.01879986488878216,0.03192570534236161,0.021222473467122915,0.003939466957758042,0.00935520232055742,0.010871116859038743,0.012333281544624985,0.00998409816821999,0.007802719903469146,0.009309960869055556,0.03632852618665561,0.02789220058461528,0.00435583259753447,0.008414281933296297,0.03901249396606177,0.018800558985170635,0.008571914347147769,0.0043635934196557535,0.04524524758440063,0.029407725454649092,0.029059627058368065,0.04645159237505281,0.011470528489749166,0.004884375421543519,0.01475268714064093,0.015109208546646435,0.00969168659598385,0.028287799683217596,0.00893614331066439,0.011240417628813781,0.010279253048513182,0.015703660335367187,0.011637694781716945,0.011557769615477609,0.029346659181708423,0.02327556814889198,0.002907646781623141,0.0022821518400382157,0.013083839364367633,0.013913862927674936,0.007394367990530282,0.01081784691957155,0.02172973993542271,0.013269123806124106,0.039714931336341186,0.004455950548188592,0.018214959105335993,0.01415346321842259,0.06789108432500446,0.00838789842644494,0.0356857551291736,0.012831836777912109,0.014096610831456191,0.061281434348483765,0.015549301700752527,0.012997323029516838,0.017787681587129178,0.04764880369373692
Stdev,Alpha,0.005582775903483457,0.010214599005089222,0.006139010943435548,0.0055357235427028195,0.00571032977240052,0.010585664919128372,0.007538451831908681,0.00462933811335135,0.0045440854387763345,0.058880653036271755,0.003813671720553375,0.0034686467867468223,0.046018335974260194,0.004344895437097467,0.004090853584214073,0.009592621706721632,0.006111450048824393,0.005832325641187816,0.005896947007993941,0.004044940457781719,0.004377875514882122,0.004309921661858605,0.01082789088949911,0.004080935838828332,0.006216520574236433,0.003604155031085537,0.004277073788650072,0.015772443728295445,0.00723185675770057,0.007447487950310872,0.11034047570938864,0.004162454945252596,0.004198506499248663,0.01069459566389307,0.004990861651104264,0.0052137523443586626,0.018111650009895616,0.0029586205394613535,0.002889683539978282,0.031042538206657443,0.0040751571233126,0.007665116081782243,0.0035922097211885775,0.004687354234265921,0.004396950121089272,0.07886344663244413,0.007192911694439389,0.005011603376339222,0.004743552477481714,0.01570244555457086,0.006729811321227865,0.0053336671441739335,0.005365991491094412,0.09335240620324174,0.004461716904753942,0.005140855540612033,0.005390679336517139,0.007197764369814718,0.006965645765047383,0.004859137972006903,0.0037821942571467913,0.050301712287628836,0.007629993346011052,0.007663297489270547,0.008329684808337698,0.0054809250761812915,0.005449499790759647,0.006838782364326467,0.006937434616338491,0.01298604330411084,0.010993036034261982,0.004564207540937413,0.0038237038241154863,0.0038167818649800242,0.003929365581306993,0.023900050866044117,0.026520044765137675,0.01203597530859083,0.004564068286606674,0.008628163235080252,0.008231169271071913,0.01247525440137691,0.003979212786727197,0.005638474235526436,0.00534331540852042,0.008218800954464183,0.005681174631841813,0.007759986337254614,0.005587638186054851,0.005744976372733045,0.0059136451168106206,0.015083058302349487,0.006771235357795024,0.0068565053108292405,0.008258416659692203,0.00831547015166714,0.0361322647056202,0.006273210349998848,0.00814478347503457,0.008741941537365851,0.1495812865454544
Stdev,CMA,0.3453184612027731,0.6318164424332134,0.37972396688382126,0.3424080723385901,0.3532082111222382,0.654768449222676,0.4662853446833943,0.2863442741257748,0.28107103319570337,3.642019105300812,0.23589183460727922,0.2145505733282216,2.846430027010099,0.2687502834368235,0.2530367131206556,0.5933444981373053,0.37801920819727663,0.3607541750676006,0.3647512817636418,0.25019679075179674,0.2707902416776403,0.26658700651926,0.6697511568931701,0.2524232583385878,0.3845182675864262,0.22293233523740674,0.264555225694406,0.9755928039783717,0.447321133855617,0.4606588412805285,6.825028254595237,0.25746556218092675,0.25969550430382704,0.6615062796156793,0.308706044310303,0.3224927827611519,1.1202826728828372,0.18300327823157453,0.1787392312784133,1.920113167835128,0.2520658201780526,0.474120067877003,0.2221934669569095,0.2899328182381532,0.27197008729161026,4.878039976361971,0.4449122158640486,0.3099890083347692,0.29340891887430226,0.9712631188798714,0.4162674858901927,0.32991002372936096,0.3319094222241133,5.7742438200976896,0.2759761886395404,0.31798380505336327,0.3334364705848523,0.4452123744988023,0.43085485042824506,0.30055837387605067,0.23394481946390838,3.111375090694626,0.471947577116238,0.4740075801865511,0.5152264733614903,0.3390185538512586,0.3370747661384312,0.42300780890673906,0.4291098707569602,0.8032420731933858,0.6799660872881087,0.2823156708946827,0.23651236292949498,0.23608421028312512,0.24304799252168144,1.4783199129631364,1.6403776916089028,0.7444763222617993,0.28230705742137874,0.5336886349826745,0.5091328679004583,0.7716476046098493,0.24613125442732645,0.3487636402042518,0.33050680996169524,0.5083678348537287,0.35140484153550605,0.47998819713742913,0.345619214083511,0.35535125087872743,0.36578413089483736,0.9329513799665754,0.4188297389362541,0.4241040486125991,0.5108182349065531,0.5143472363201218,2.2349344239539937,0.38802477160353943,0.5037895385830878,0.5407263074493431,9.252239492969366
Stdev,HML,0.21618261280744983,0.39554134715002875,0.23772178012327716,0.21436059765438414,0.22112189912897026,0.4099101844824954,0.29191252554634345,0.17926250779454572,0.17596125654300426,2.2800437698471288,0.1476773438863422,0.13431689507673167,1.7819744657418901,0.16824799422466744,0.15841069599378016,0.37145643315874255,0.2366545357431772,0.22584596223343703,0.22834830446619975,0.1566327955718571,0.16952508639339142,0.16689369983033933,0.4192899346408157,0.1580266497508868,0.2407231964068541,0.1395641997911865,0.16562172703792297,0.6107585463736479,0.28004020156951204,0.28839011842578327,4.272729686747541,0.1611833255202885,0.16257935489230316,0.41412832496053253,0.19326183435430458,0.20189286187022795,0.7013399586664801,0.11456707730780535,0.1118976202267756,1.2020645524214852,0.1578028797410459,0.2968173630251103,0.1391016398838995,0.18150907416602394,0.1702637150396822,3.0538402835343494,0.2785321264331806,0.19406501908407842,0.18368524660489938,0.608047997293917,0.2605994258548707,0.20653633944957558,0.2077880396602545,3.6148982932105236,0.17277168826981437,0.19907006873439295,0.2087440305544513,0.2787200372610342,0.2697316760358396,0.18816107988946762,0.1464584376645216,1.9478402463267404,0.2954573004112368,0.2967469414127069,0.3225515508522151,0.21223862896438642,0.21102174323798067,0.26481912681093267,0.26863925177528797,0.5028603726976892,0.4256848731990741,0.17674044752175128,0.14806581843690744,0.14779777844434444,0.15215737345154334,0.9254850153000919,1.0269394058107715,0.4660707567132653,0.17673505515680876,0.3341095727530406,0.3187367199121163,0.483081022515073,0.1540876137648193,0.21833942711600107,0.20690995054046296,0.3182577798567541,0.219992920539875,0.3004910372080433,0.21637089565610157,0.22246352428360114,0.22899490767136882,0.5840633780221146,0.262203494621545,0.2655054149492808,0.3197918243558463,0.3220011147121429,1.3991547441188679,0.24291840252933886,0.31539159063957073,0.3385154258795379,5.792257097821014
Stdev,Mkt-RF,0.1264797382926438,0.2314153086678366,0.13908143742916856,0.12541375062262597,0.12936951575062453,0.23982193657273038,0.1707862596162215,0.10487927209822227,0.10294784297489531,1.3339617629790257,0.086400065037301,0.07858340463632367,1.0425614768193843,0.09843512390495476,0.09267971698489169,0.21732419570154102,0.13845703573406293,0.13213337477412088,0.13359739441292667,0.09163953906699644,0.09918229908790836,0.09764278080972916,0.2453096505468944,0.09245502699866838,0.14083744519095934,0.08165339124813842,0.09689860076762985,0.3573302223622329,0.16384024110893028,0.16872544110272983,2.499802021804483,0.09430187083131401,0.09511863138077839,0.2422898006475296,0.11306971413496752,0.11811938065177897,0.41032575781345704,0.06702858183951489,0.06546679003485754,0.7032795469844286,0.09232410818001377,0.17365588244400615,0.08138276607963592,0.1061936475839821,0.0996144409547546,1.7866789323754866,0.16295792709629167,0.1135396251657539,0.10746683841544727,0.3557443892844401,0.15246622636897575,0.1208360923307462,0.12156841170190914,2.1149313727974146,0.1010817550632884,0.11646787809827491,0.12212772346402509,0.16306786615207713,0.15780913807640648,0.1100854681707362,0.0856869321079823,1.1396028634861384,0.17286016459588507,0.17361468159537513,0.18871191909411822,0.12417227222114535,0.12346032140230251,0.15493500341660676,0.157170004647567,0.29420334739498205,0.24905107149070763,0.10340371622849359,0.08662734584795807,0.08647052644573572,0.08902114986734991,0.5414640012385179,0.60082087824999,0.27267922507464876,0.10340056137298578,0.19547405211773516,0.18648001518349183,0.28263124637257436,0.09015045571898425,0.12774160346185778,0.12105467712988892,0.18619980665019026,0.12870899585666823,0.1758052012222173,0.12658989500281215,0.1301544465840569,0.13397569590122357,0.34171195471835303,0.15340470238782689,0.15533652296068282,0.18709731429085916,0.1883898810817219,0.818589078783523,0.14212177186397248,0.18452291479760896,0.19805173930154002,3.388816299063919
Stdev,RMW,0.2932129883861902,0.5364809820827677,0.3224270104299012,0.2907417512178655,0.29991224548193995,0.5559697359616015,0.39592704913340676,0.24313747962171975,0.23865992366887226,3.0924709380011395,0.20029786279073636,0.18217680730541,2.4169291486612035,0.22819826504982074,0.21485573220471285,0.5038141107063013,0.32097948460919057,0.30631959083778215,0.30971356981927795,0.21244432876668776,0.22993041180470192,0.2263614073055335,0.5686916868091775,0.21433484227237795,0.3264978939596623,0.18929383617427945,0.22463620406755377,0.82838455988192,0.3798243684084017,0.3911495348610071,5.795192424348677,0.21861630748224173,0.22050977124756269,0.561690887903176,0.2621250583297129,0.2738315010353592,0.9512420193496669,0.15538971738681687,0.1517690770497766,1.630385233444018,0.2140313383390848,0.4025795825449572,0.18866645652074523,0.2461845444658095,0.23093222924910234,4.141987294726506,0.37777893463511075,0.26321443453709964,0.2491361325503455,0.8247081856096595,0.35345643867617665,0.2801295465620708,0.281827253674454,4.9029619796873405,0.23433384566982068,0.2700028878078402,0.28312388407093775,0.3780338020116752,0.36584270014040077,0.25520679862216106,0.19864463484968603,2.641896367646615,0.40073490124414707,0.40248406824271227,0.4374833984369302,0.28786368080888985,0.2862131933079282,0.3591797071266557,0.36436102232245715,0.6820400156371953,0.5773652754056994,0.23971675665111336,0.20082475892916293,0.20046121069461362,0.20637422036552944,1.255254636433127,1.392859343121688,0.6321414918646973,0.23970944287403048,0.4531597846983571,0.43230926363668726,0.6552128702897227,0.2089922455767579,0.2961383206346614,0.28063628308001126,0.431659667246548,0.2983809882654889,0.40756226349023006,0.2934683603423253,0.301731919672083,0.31059057123778044,0.7921773460538715,0.35563207061320223,0.3601105340480523,0.43374032380840033,0.43673683041533773,1.897702772716562,0.32947529782641416,0.42777219500844,0.45913553522164985,7.856159156823242
Stdev,SMB,0.23365936237521298,0.4275179107508851,0.25693981049150943,0.23169005090573555,0.23899795310407526,0.4430483612601853,0.31551147292890047,0.19375454262995087,0.1901864098719173,2.464368278889161,0.15961595413078783,0.1451754128247171,1.9260337916491876,0.1818495879058483,0.17121701758821947,0.401485911354716,0.255786287374575,0.24410392142629703,0.24680855933847123,0.16929538719640266,0.18322992343775438,0.18038580892502487,0.45318639416102735,0.17080192407504696,0.2601838688638995,0.15084692293297922,0.17901100663276398,0.6601338130647325,0.3026793602334673,0.3117043055016612,4.618147968709671,0.17421379350305058,0.17572268142278608,0.4476075068903896,0.20888561018046256,0.2182143918055132,0.7580380559847721,0.12382896980145587,0.12094370705372062,1.2992424932102165,0.17056006393125875,0.3208128298833725,0.15034696851206894,0.1961827271128572,0.18402826469324698,3.300720461186811,0.301049368486245,0.20975372639661552,0.19853482683948526,0.657204136337119,0.28166694300633094,0.22323325986480685,0.22458615068851365,3.907135820377637,0.18673898882686976,0.21516339692821562,0.225619426306167,0.3012524705010161,0.2915374674052412,0.20337249781490946,0.15829850844499876,2.105308581735301,0.3193428163655366,0.32073671520958846,0.34862743458648515,0.2293965368962317,0.22808127504782064,0.2862277752675531,0.2903567288025903,0.543512877943415,0.46009831573763543,0.1910285926214833,0.16003583394723225,0.15974612492327336,0.16445816062479188,1.000303566297639,1.1099597865136728,0.5037490962899572,0.191022764324111,0.36111983623060373,0.3445042030580243,0.522134515031396,0.16654444645034394,0.2359905390112669,0.22363707462187435,0.343986544276411,0.2377777050284438,0.3247834931851569,0.23386286648588508,0.24044803863179906,0.2475074355832696,0.6312805397393982,0.28340068875192864,0.2869695446759695,0.345644604815407,0.3480324997957205,1.5122659548307709,0.2625565410052933,0.34088864506871536,0.36588186967486197,6.2605178215494295
Tstat,Alpha,0.4926338516042363,1.3127281233302737,0.6933554486822444,1.4506082773770979,2.5791469976949366,1.1047527565504136,2.1258352419665463,2.05487430708668,2.4563719456702318,1.3882336252209373,0.6381641669645622,1.4292799584477565,1.6187952209896521,1.0806133359765588,1.2060179265003048,0.3259135408765767,2.964092237593081,1.2424010415123583,1.281805419697508,0.3256113275875745,1.3972424777749604,1.760696861728705,-2.0760367536848405,1.9693660901500498,0.10560128734886372,1.5888256889699792,2.002843709287829,-1.2008741515951586,1.137614510555769,1.1469192646017976,1.7237078984064234,1.7127712012242249,2.062780009770276,-2.26943016130324,1.549947197160452,1.9778389803103105,0.6663347307542398,0.7501239440379833,0.7076342787988459,0.2936478553296453,-0.40730951640477553,1.0109608695840073,1.5033607087615943,1.766995882589421,2.198107390330466,1.5239990051189267,0.853507451339309,1.0455152425354508,1.267228115597066,0.26544528870102235,1.7537537102144536,1.482554816345509,1.8172473934106717,1.0967979286954825,2.656751201028926,1.3565010658338337,1.124184163390593,-2.4331803113148056,0.5668070599301708,1.728476203524386,1.5806158252997735,2.3607243496947103,0.7989324324809612,0.9094419478390122,-0.6401611774538467,1.4260832930499823,0.33568803264282915,1.9522992462046154,2.0826649662591743,0.7463763394241824,2.407729382366218,0.9139839131822652,1.8546662514969967,1.8126108846205455,1.4434917859744845,1.0808333508064643,1.125897825677643,0.3775509470735849,2.6121130431514543,0.7053718689440172,0.5702991464923294,-1.6861844046381855,1.1675739535823109,0.32282814381080094,0.8862075662795283,0.6627543136071541,1.116344044496397,1.8987128909209992,0.7208919284377964,1.6780200972266412,1.9318074065396469,0.4331317936876693,1.5177616125466844,1.7781744967395952,1.2341049179038937,1.1288142162240111,1.292240072108142,2.64416075917426,1.2562946991513817,1.5029707435656499,0.9097758484800433
Tstat,CMA,1.4003108203488372,0.19830834009509216,1.1587065857517058,0.9425154284934374,-0.6866162131310726,1.0955785632225326,-0.9063619353347736,0.3095147046778879,0.3533974632012021,-0.9037053895197902,-0.9054524748720657,-0.3897135231756135,0.8798195611298119,-1.1581774536652396,-0.5122173477423934,1.8878213847150624,0.6016457418038147,-0.20514773252036872,-0.22786100166093626,0.14362726962252684,1.032320365661701,1.0802046853211444,0.6617546416477832,0.6681754920812855,0.47617071660185445,0.42285259511285267,-0.020144017478286726,-0.48414798311554513,0.9964238840147883,1.0633377803900204,-1.1947740736685433,0.8474393644742191,0.7517487573804953,0.71862446120532,1.01247756201294,0.7990626042335347,-0.7687294413654747,0.26423351598835226,0.7019485262944096,-0.09891172587068063,2.4959114143499574,-0.4740308497276261,0.9255995935991909,0.19354173995961238,1.068049107227004,0.9872447684324328,0.227696705326628,0.6443276092448308,0.8700845952634729,-0.3598234706579836,-0.37770030612683775,0.09256619699949913,0.1710405183302034,-2.342760186124285,1.4274960239358585,-0.06201912597203458,0.18068158420481664,-0.45554524733436436,0.7557051562318329,-0.4412276305797652,0.5117210554167942,-2.7702367171601847,0.5563321144444779,0.5455661927034225,1.4708341758257024,0.5266005157166125,0.7071445451798295,1.052217203201574,1.156373915339142,-0.02122728007521011,0.4772268506079968,-0.5305600731944767,0.6694043019814497,0.6616001666722028,0.6155938789980255,-1.2989585302975273,-1.2778468895284232,-1.4768462488551732,-0.7744149852849722,-0.2860576728601689,-0.390653027700497,-0.12111321065482122,-0.03841282010826721,0.3113694761715026,0.6872475601654108,1.8277754728280748,0.43359310598124545,-0.7750328123895867,-0.2773984927782594,-0.010239853971468671,0.12502102802040463,-3.1219639954748533,0.07312129819126784,1.0945708016451414,0.6735047383038542,0.7692199395164336,-0.0638029045472912,-0.5708946121700614,0.5636745709656508,0.5386158273273864,0.5181995428040035
